,0,1,2,3,4,5,6,7
0,0.7166819899887629,0.9524509003862685,0.5610328638497653,0.6422182468694096,0.968093636485941,0.9199487573661286,0.43246241064826224,0.6008226167543084
1,0.8734647705235941,0.9509607779276974,0.808544812078381,0.5358796296296297,0.9650173892881985,0.9232665358104716,0.8032556270096463,0.6589606895520901
2,0.9324935818111297,0.9117628587577717,0.9060737527114967,0.7674530572941742,0.9542342127074918,0.9252951477150766,0.5687815175325437,0.5600048027856157
3,0.8975002239942658,0.9274869486086499,0.6688019522611149,0.43931702814951545,0.9385775671517745,0.8470548382473649,0.3987533961962602,0.320127413896078
4,0.7855788294112577,0.9550215232349253,0.8840329301758308,0.4382816748232735,0.9293081023649453,0.7767225407384715,0.7929532858273951,0.8286743268736065
5,0.9713424489974226,0.9455637050103674,0.9176206050695013,0.8489261012013105,0.957424333745503,0.941998231653404,0.7220843672456576,0.5699112469081915
6,0.8741032168479519,0.9434157487443685,0.19265033407572382,0.5344418052256532,0.9452281020761462,0.37885757806549886,0.5035211267605634,0.4823880597014925
7,0.9711548650997182,0.829693068168755,0.8209297876410944,0.7671052631578947,0.9511418240476825,0.8129967274427302,0.8017260958437429,0.3598014888337469
8,0.9397458026047387,0.9482853273798632,0.3197374589779653,0.8168870803662258,0.9666597438186609,0.9363707776904949,0.8489244622311155,0.46871754932502596
9,0.7329897861573117,0.8711011816452272,0.8190947860778649,0.3530007596859965,0.9536867425955082,0.5634303567901456,0.461479640604091,0.28938795013248775
10,0.9687826736370426,0.970841516845445,0.8662105663245914,0.6663983903420523,0.9483883227874106,0.7159525346308525,0.8410279396384283,0.7654114947324502
11,0.8096200182582798,0.78222014997863,0.004246284501061571,0.7032153597039094,0.9277825690147449,0.6532356303528927,0.5469522240527183,0.4564102564102564
12,0.9762349492801518,0.9566028261961121,0.7920209287115761,0.8134023426859166,0.9682511814002716,0.9155559135021947,0.8714221624046657,0.6432929691166808
13,0.9325838486040847,0.1379703534777651,0.8949789957991598,0.7288056206088993,0.9658330153664713,0.8248108753768273,0.8059893441117031,0.6677402825561818
14,0.9758266848973198,0.9472833455000521,0.8594748048261178,0.7707006369426752,0.9706303030589593,0.9082513607679069,0.870862723819859,0.47669632186960564
15,0.9512975471027373,0.9232578077158604,0.7131991912968133,0.5645342312008979,0.9374048278788787,0.905720987150724,0.5411115340692806,0.4814009519891873
16,0.07232762552855751,0.0,0.0020100502512562816,0.6208920187793427,0.5568519623356074,0.7520264870418998,0.361096242372337,0.18577947887531282
17,0.6941871118802809,0.9234794908062235,0.6794258373205742,0.6821409066084108,0.9569661735280679,0.8070646200492704,0.6851814718267496,0.7185164683088846
18,0.9744306684816599,0.965542397198648,0.8798114689709348,0.7998886724185917,0.9678789461250575,0.9605252163533273,0.8895725388601037,0.7497517378351539
19,0.5470138483008695,0.5671185643758326,0.29083333333333333,0.8007774538386784,0.806931366739097,0.8448275862068966,0.6201815746390832,0.553426351112681
20,0.9670932886487735,0.9632949210413999,0.8526600541027953,0.8574757281553398,0.9670054145181337,0.9286595463285062,0.7723781030160912,0.6714395015848726
21,0.9705125558995528,0.9584567888444564,0.9095055795389754,0.8017711171662125,0.9657714691624192,0.9163305851981394,0.7986562150055991,0.7265345115834727
22,0.9563855164310892,0.8148225688265467,0.8630424638357442,0.6592750533049041,0.9401895074467609,0.8849375831696343,0.5062877006441059,0.6520231213872832
23,0.9526620055086413,0.9698795180722891,0.1174293059125964,0.5754189944134078,0.9692706524264431,0.9258695486718929,0.6995939640021817,0.3050010887711403
24,0.9735935706084959,0.9603956657983161,0.8677327753698999,0.0,0.9643069008320081,0.8457914731954411,0.8819564040742016,0.7319017254313578
25,0.970218618105942,0.8531262229447003,0.8568075117370892,0.5732838589981447,0.9499407077936101,0.9261625995339595,0.8040840237676793,0.2590660705414804
26,0.974593227377402,0.9629214382958277,0.8858117599839455,0.8446540880503145,0.9656728850661552,0.9331104414578888,0.7710891617725574,0.544635690716133
27,0.9800682157322532,0.9684379620671401,0.9254673464433115,0.7310030395136778,0.9706266887474941,0.8709163805175621,0.8197985197368421,0.8084737110770801
28,0.8947063928261498,0.7972685030677996,0.8645081460094864,0.6691652470187394,0.9672576607040834,0.7490425771570174,0.503171935151548,0.4124021197500593
29,0.972754592313969,0.9627557943122975,0.8666543369705937,0.7105578166147953,0.9681546155369198,0.850448841472012,0.7580038737609661,0.6992370622299844
30,0.9431034145769404,0.9415028998205867,0.8217311233885819,0.7955729166666666,0.9524255706363829,0.9463420738415654,0.7131677441306566,0.6947575176542113
31,0.9480619816037668,0.938756395802619,0.7828418230563002,0.5686361617059085,0.9655849847191336,0.9144458326762819,0.60431715815416,0.6242712897694799
32,0.9021287315782844,0.368862624936164,0.0,0.81044957472661,0.9567867458572513,0.7929696041985568,0.06080466047697069,0.2063682787623911
33,0.964144160752143,0.8951595553961994,0.0,0.6897821417612765,0.9491326098480924,0.8734542741478647,0.7338299633439754,0.601225066750432
34,0.9716285714285714,0.977947290408879,0.8998321208729715,0.7592047128129602,0.9598552205058212,0.9064661452663664,0.819708276797829,0.6877833561539631
35,0.9617391930317101,0.2570356472795497,0.8938769277752329,0.7490974729241877,0.9655991832724156,0.947634450175872,0.36776012301383904,0.6324599708879185
36,0.9273022323437564,0.8796181604981089,0.8960190136660725,0.7312252964426877,0.9613218509026014,0.9138576779026217,0.6188188188188188,0.5431954049935529
37,0.9545674498628959,0.9227615722491271,0.36954394206302604,0.6744321490972627,0.9553053768028668,0.7348680398251066,0.5497377697532456,0.7021791767554479
